Date,Status,Type,Title,Action,Session ID,ID,Tool,Entry type,Source provider version,Source team name,Team channel name,Source site address,Source site name,Source list title,Source list ID,Source user account,Loaded from,Source path,Source ID,Source version,Destination provider version,Destination team name,Destination site address,Destination site name,Destination list title,Destination list ID,Destination user account,Destination path,Destination ID,Messages,Warnings,Errors,Copy options,Export Api Used,Throttling statistics,Application version,Details,Office 365 Import: Status,Office 365 Import: Job IDs,Office 365 Import: # of objects processed,Office 365 Import: # of objects,Office 365 Import: Progress %,Office 365 Import: Import start,Office 365 Import: Import end,Azure jobs,Help links
2020-09-04T08:40:02Z,Skipped,File,RUX5562 - Client Document_1005188950.pdf,Copy,200904-1,200904043950_1_4904200904044002_400,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RUX5562 - Client Document_1005188950.pdf,332,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RUX5562 - Client Document_1005188844.pdf,Copy,200904-1,200904043950_1_4904200904044002_399,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RUX5562 - Client Document_1005188844.pdf,331,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RSXG157 SCHEDULE_1005336041.pdf,Copy,200904-1,200904043950_1_4904200904044002_398,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RSXG157 SCHEDULE_1005336041.pdf,445,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RSFH405 END 002_1005013280.pdf,Copy,200904-1,200904043950_1_4904200904044002_397,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RSFH405 END 002_1005013280.pdf,102,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RRXG157 schedule_1005340147.pdf,Copy,200904-1,200904043950_1_4904200904044002_396,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RRXG157 schedule_1005340147.pdf,462,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RQXH042_1005058402.xls,Copy,200904-1,200904043950_1_4904200904044002_395,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RQXH042_1005058402.xls,187,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RQXH042_1005013598.xls,Copy,200904-1,200904043950_1_4904200904044002_394,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RQXH042_1005013598.xls,103,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RJXG041_A1_1004976257.pdf,Copy,200904-1,200904043950_1_4904200904044002_393,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RJXG041_A1_1004976257.pdf,32,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RJXG041_1004974686.pdf,Copy,200904-1,200904043950_1_4904200904044002_392,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RJXG041_1004974686.pdf,27,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
2020-09-04T08:40:02Z,Skipped,File,RJXG041_006_1004975982.pdf,Copy,200904-1,200904043950_1_4904200904044002_391,Copy SharePoint content,Item,SP2010,,,http://eclipsedm.willis.com/2012/11/,November 2012,23,ceef90da-f8b0-4735-897b-cee3897823ac,INT\svc_crbspmigrate_p,,RJXG041_006_1004975982.pdf,31,,SP2019,,https://euteamsites.willistowerswatson.com/Sites/EclipseDM201211/,November 2012,23,2da14c05-f84a-4bc8-852a-b442c33bbafd,INT\svc_crbspmigrate_p,,,,,,,False,,13.1.2,Item skipped.,,,,,,,,<AzureJobs />,
